1.469703614711761475e-01,2.191538959741592407e-01,2.657909505069255829e-02,3.010991513729095459e-01,3.525388538837432861e-01,2.040570974349975586e-01,1.162271127104759216e-01,7.052199542522430420e-02,9.873027354478836060e-02,1.964215487241744995e-01,2.369624525308609009e-01,-2.185587771236896515e-02,3.070757091045379639e-01,3.071333169937133789e-01,1.028492301702499390e-01,1.111232414841651917e-01,1.693045943975448608e-01,1.147116124629974365e-01,-7.948389649391174316e-02,-1.525818277150392532e-02,-3.155253455042839050e-02,7.590747438371181488e-03,6.296445429325103760e-02,-1.034922748804092407e-01,-1.077296435832977295e-01,-8.650144934654235840e-02,-7.449296861886978149e-02
-5.509077757596969604e-02,-1.755072325468063354e-01,-3.316315636038780212e-02,9.373266994953155518e-02,3.574210405349731445e-02,1.420317143201828003e-01,-1.238452568650245667e-01,1.538705825805664062e-01,1.518770586699247360e-02,-1.972575671970844269e-02,-1.310884505510330200e-01,4.201697930693626404e-02,1.072635352611541748e-01,9.864078834652900696e-03,1.499521136283874512e-01,3.311162814497947693e-02,-4.828233644366264343e-02,-2.291842848062515259e-01,2.460716366767883301e-01,1.869450807571411133e-01,6.764841079711914062e-02,2.482257317751646042e-03,1.319237351417541504e-01,1.659105718135833740e-01,-2.984002828598022461e-01,-2.805477380752563477e-01,-2.890054583549499512e-01
-1.459775269031524658e-01,-1.388933509588241577e-01,-8.267916738986968994e-02,-1.128080412745475769e-01,4.511877894401550293e-01,-5.370189622044563293e-02,-1.863908581435680389e-02,2.747367620468139648e-01,1.315569281578063965e-01,9.651056677103042603e-02,-1.074111312627792358e-01,8.191771060228347778e-02,-1.170703992247581482e-01,-3.488289937376976013e-02,-1.658434867858886719e-01,1.150170341134071350e-01,-1.528526246547698975e-01,8.567335084080696106e-03,1.866582781076431274e-01,-2.982900664210319519e-02,1.436742395162582397e-01,1.314633339643478394e-01,1.277159899473190308e-01,-6.954725086688995361e-02,-1.269409954547882080e-01,-1.781941801309585571e-01,-1.260879784822463989e-01
-9.943943470716476440e-02,-2.741345763206481934e-01,-1.531335115432739258e-01,-3.011181652545928955e-01,-2.541523277759552002e-01,-3.115147948265075684e-01,-7.487504929304122925e-02,-1.976505666971206665e-01,-1.893943995237350464e-01,1.604543812572956085e-02,4.982758313417434692e-02,1.274300366640090942e-01,9.615538269281387329e-02,7.437387853860855103e-02,1.387545615434646606e-01,-3.743744269013404846e-02,4.571855440735816956e-02,1.069283485412597656e-01,1.112143546342849731e-01,7.061323523521423340e-02,1.008772253990173340e-01,5.228265374898910522e-02,1.087508127093315125e-01,9.140747040510177612e-02,2.059484124183654785e-01,1.461288332939147949e-01,1.224415823817253113e-01
-4.017853364348411560e-02,-9.393171221017837524e-02,1.094642803072929382e-01,-2.524922192096710205e-01,1.204232349991798401e-01,-1.987941749393939972e-02,-9.549525566399097443e-03,1.501234155148267746e-02,1.305167675018310547e-01,1.344320923089981079e-01,7.453844696283340454e-02,4.069809988141059875e-02,1.210789307951927185e-01,1.954992115497589111e-01,-3.242969810962677002e-01,-4.445292800664901733e-02,-3.712953999638557434e-02,-2.236275672912597656e-01,-1.702160686254501343e-01,-1.083991602063179016e-01,5.030274763703346252e-02,7.679965347051620483e-02,3.389178812503814697e-01,-2.194937765598297119e-01,2.903241664171218872e-02,1.579923778772354126e-01,-8.107496052980422974e-02
-4.210104420781135559e-02,-1.219857409596443176e-01,8.749975264072418213e-02,5.941671505570411682e-02,8.792474120855331421e-02,-2.991286516189575195e-01,2.159158438444137573e-01,1.981046348810195923e-01,-2.995295524597167969e-01,-1.684391051530838013e-01,-3.899636864662170410e-02,2.627230584621429443e-01,5.548804998397827148e-02,2.086815088987350464e-01,-1.454006433486938477e-01,-1.834614388644695282e-02,1.415732800960540771e-01,-1.153581142425537109e-01,6.804380565881729126e-02,-9.644331037998199463e-02,1.317392289638519287e-01,2.269359119236469269e-02,-2.094067446887493134e-02,-1.248569414019584656e-01,-1.810319535434246063e-02,6.353222578763961792e-02,-1.493536829948425293e-01
-3.254392184317111969e-03,-5.087683722376823425e-02,-2.975243926048278809e-01,2.444586008787155151e-01,-6.975037604570388794e-02,-1.544142812490463257e-01,1.199981048703193665e-01,9.147595614194869995e-02,-2.285411581397056580e-02,2.838695421814918518e-03,1.006924584507942200e-01,-1.157297194004058838e-01,1.014851033687591553e-01,1.613880842924118042e-01,1.933491080999374390e-01,1.731851249933242798e-01,7.456586509943008423e-02,1.927744746208190918e-01,-1.087697446346282959e-01,-1.488230228424072266e-01,-1.920132637023925781e-01,5.793913081288337708e-02,-1.043247207999229431e-01,-7.586668431758880615e-02,2.171072550117969513e-02,-7.326983660459518433e-02,6.135734915733337402e-02
1.651388406753540039e-01,1.889399588108062744e-01,1.357600241899490356e-01,-2.709560096263885498e-02,-2.818125300109386444e-02,-6.391519308090209961e-02,-1.787535473704338074e-02,-1.608401536941528320e-01,-1.500834077596664429e-01,1.434963792562484741e-01,9.500177204608917236e-02,8.970788121223449707e-02,-1.579734086990356445e-01,-2.147851884365081787e-01,-1.949168890714645386e-01,-7.387392222881317139e-02,-5.008184164762496948e-02,-2.656563185155391693e-02,6.300850212574005127e-02,1.903340071439743042e-01,2.844124436378479004e-01,-1.504632532596588135e-01,-1.973787546157836914e-01,-1.730258613824844360e-01,-1.012577712535858154e-01,-6.927409768104553223e-02,-7.258206605911254883e-02
-9.893492609262466431e-02,-9.684130549430847168e-02,-5.607897415757179260e-02,4.535044357180595398e-02,1.971615552902221680e-01,-2.185452580451965332e-01,1.217166781425476074e-01,1.166730001568794250e-01,-4.985714703798294067e-02,-7.752659916877746582e-02,4.921606555581092834e-02,1.422150433063507080e-01,-3.667347431182861328e-01,1.570867151021957397e-01,1.267822384834289551e-01,-2.487208098173141479e-01,-5.948515608906745911e-02,1.026256680488586426e-01,-8.637120574712753296e-02,-3.378529474139213562e-02,2.119213491678237915e-01,-2.210436910390853882e-01,5.408161133527755737e-02,1.180937141180038452e-01,-1.132857240736484528e-02,3.985254094004631042e-02,2.550876513123512268e-02
-1.965724378824234009e-01,-1.298853158950805664e-01,-1.377646028995513916e-01,-1.086819469928741455e-01,-3.243809044361114502e-01,-1.753274649381637573e-01,7.991381734609603882e-02,-1.389618963003158569e-01,-1.029807329177856445e-01,1.641588211059570312e-01,3.083048164844512939e-01,1.485589444637298584e-01,1.662166863679885864e-01,1.452213376760482788e-01,2.133752852678298950e-01,2.342822961509227753e-02,1.390395164489746094e-01,1.536942720413208008e-01,-6.206575036048889160e-02,1.255874708294868469e-02,-1.080826967954635620e-01,-3.374229185283184052e-03,-4.396284566610120237e-05,-3.277536854147911072e-02,-4.611711204051971436e-02,-1.245587319135665894e-01,-3.049090504646301270e-02
9.698665887117385864e-02,2.423505112528800964e-02,6.720240414142608643e-02,1.365183889865875244e-01,-3.103962838649749756e-01,-2.365271560847759247e-02,-1.641277521848678589e-01,4.420256242156028748e-02,1.067615076899528503e-01,1.131646707653999329e-02,1.302394866943359375e-01,-5.274673178791999817e-02,2.250920087099075317e-01,-5.897994711995124817e-02,-1.252112984657287598e-01,-1.610544919967651367e-01,2.644909024238586426e-01,-2.107996642589569092e-01,-2.230368405580520630e-01,1.046658121049404144e-02,-5.722538009285926819e-02,-3.112762700766324997e-03,-4.579809308052062988e-02,1.669267266988754272e-01,-1.299470365047454834e-01,2.543782591819763184e-01,2.379191294312477112e-02
3.360693901777267456e-02,-6.214609602466225624e-04,-2.373194545507431030e-01,1.464261710643768311e-01,6.096577271819114685e-03,1.148725673556327820e-02,1.123622581362724304e-01,8.362741768360137939e-02,-1.916663646697998047e-01,1.965389028191566467e-02,3.085096180438995361e-02,-2.072136104106903076e-01,2.166461497545242310e-01,-3.775670751929283142e-02,-2.953599095344543457e-01,1.714604496955871582e-01,2.280537039041519165e-01,-8.285605162382125854e-02,1.885921694338321686e-02,-2.221597172319889069e-02,-5.716794729232788086e-02,9.910655766725540161e-02,-2.902716957032680511e-02,-3.635831773281097412e-01,1.131884306669235229e-01,1.701612025499343872e-02,-2.148171812295913696e-01
-2.204420417547225952e-01,1.243376825004816055e-02,1.341488491743803024e-02,1.730067729949951172e-01,2.561270073056221008e-02,1.736702769994735718e-01,1.420421898365020752e-01,2.203793376684188843e-01,-5.169535428285598755e-02,-8.283530175685882568e-02,-2.107651978731155396e-01,-1.902469098567962646e-01,8.176369220018386841e-02,-3.071546256542205811e-01,-9.107229113578796387e-02,-9.590937942266464233e-02,-5.991137400269508362e-02,4.075793921947479248e-02,1.796263605356216431e-01,3.258612155914306641e-01,-3.806871920824050903e-02,7.948772609233856201e-02,9.443730115890502930e-03,1.690952479839324951e-01,-1.723361313343048096e-01,1.346132624894380569e-02,-3.038698993623256683e-02
-1.542498171329498291e-01,9.704026579856872559e-02,2.519538104534149170e-01,-2.984776198863983154e-01,2.060291171073913574e-02,2.137027978897094727e-01,-2.491605579853057861e-01,-9.367618709802627563e-02,1.313320249319076538e-01,-1.967914402484893799e-01,1.235374212265014648e-01,-1.145643293857574463e-01,-1.390837579965591431e-01,7.138971239328384399e-02,2.014614939689636230e-01,-2.334265857934951782e-01,7.792836427688598633e-02,1.547393202781677246e-01,-3.902671486139297485e-02,1.730475425720214844e-01,-2.167579717934131622e-02,-1.459535956382751465e-01,5.960758030414581299e-02,4.406851902604103088e-02,-2.609413117170333862e-02,4.283818230032920837e-02,6.227633729577064514e-02
4.869734868407249451e-02,-3.446177765727043152e-02,2.338618785142898560e-02,-6.720452755689620972e-02,-1.416963040828704834e-01,-6.365203112363815308e-02,-1.145674884319305420e-01,-3.762447088956832886e-02,1.343236863613128662e-01,-8.927146345376968384e-02,-2.218003273010253906e-01,-1.040262058377265930e-01,-1.791496276855468750e-01,-1.215904429554939270e-01,-1.364383548498153687e-01,-1.493330597877502441e-01,-1.901582479476928711e-01,-1.656071692705154419e-01,1.812296807765960693e-01,1.152482777833938599e-01,4.334948956966400146e-02,2.076230049133300781e-01,2.643874287605285645e-01,7.065600156784057617e-02,1.557517647743225098e-01,1.630311906337738037e-01,8.888510614633560181e-02
